ID,SKU,IMAGE,PRICE,TITLE,HANDLE,CPU,GPU,RAM,STORAGE,COOLER,MOTHERBOARD,CASE,PSU,INVENTORY,COMPARE PRICE,TYPE,CATEGORY,USECASE,form_factor,persona_tags,style_tags,strengths,target_resolution,score_res_1080p,score_res_1440p,score_res_1440p_heavy,score_res_4k_light,score_res_4k_heavy,score_game_fortnite,score_game_gta_v,score_game_cod,score_game_diablo,score_game_starfield,score_game_league,score_game_sim_racing,score_game_flight_sim,score_game_cyberpunk,score_game_apex,score_game_valorant,score_game_bg3,score_work_documents,score_work_creative,score_work_coding,score_work_3d,score_study_assignments,score_study_online_classes,score_study_creative_software,score_study_stem,score_essentials_browsing,score_essentials_streaming,score_essentials_office_apps,score_essentials_light_gaming
Custom_7,Novacore Pro,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Novacore_Pro_White_Selector.png,3099 ,Novacore Pro,https://aftershockpc.com.au/pc-models/novacore-pro,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Zotac RTX 5070Ti Solid Core OC White - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm - White, 8 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650 Eagle AX - DDR5,Lian Li O11 Vision Compact - White,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Home Office"", ""Engineering Student""]","[""Premium Aesthetic"", ""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,7,7,6,6,8,8,6,7,6,6,6,8,10,7,7,10,10,10,10
Custom_8,LUNAR 14R,https://images.prismic.io/aftershockpc/Zo9wUh5LeNNTxA4f_LunarAMDSelector.png,1249 ,LUNAR 14R,https://aftershockpc.com.au/pc-models/lunar-14,AMD Ryzen 7 8845HS Processor | 5.1 GHz | 8 Cores 16 Threads,#REF!,16GB Crucial 5600MHz DDR5 SODIMM (2x8GB),1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs),Liquid Metal Thermal Cooling,Intel Wi-Fi 6 AX201,#REF!,80 Whr Large Battery,1,,Laptop,Custom,Workstation,Laptop,"[""Student"", ""Budget-Conscious""]","[""Ultraportable""]","[""ultraportable-laptop"", ""budget-friendly""]",[],3,2,2,1,1,3,3,3,3,4,5,4,4,3,4,5,3,5,4,5,4,6,10,4,6,10,10,10,4
Custom_9,Zen - MAX,https://images.prismic.io/aftershockpc/Zh9ny0aI3ufuUPk4_Artboard1.png,3599 ,Zen - MAX,https://aftershockpc.com.au/pc-models/zen-pro,AMD Ryzen 7 9700X | 5.5GHz | 8 Core 16 Threads,Asus RTX 5070Ti Prime OC - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",Aftershock Glacier Mirror 360mm - White,Gigabyte B650 Eagle AX - DDR5,Fractal Design North XL Chalk - White TG Clear,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""RGB Showcase"", ""Minimalist"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,7,7,7,7,8,7,7,7,8,9,7,7,7,7,7,8,10,7,8,10,10,10,10
Custom_10,Seafood Ramen,https://images.prismic.io/aftershockpc/ZhSnxhrFxhpPBYjt_THUMBNAIL_Seafood.png,1699 ,Seafood Ramen,https://aftershockpc.com.au/pc-models/ramen-seafood,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Ramen Seafood Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_11,Zen,https://images.prismic.io/aftershockpc/c927f9d1-aa06-48cb-84e0-8be06ee915bf_Artboard+1.png,1849 ,Zen,https://aftershockpc.com.au/pc-models/zen-lite,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060Ti Windforce OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 4 x Aftershock 2200rpm PWM 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase"", ""Minimalist""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_12,Strawberry Milk,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/RTS_Strawberry_d71ed933-7f12-4962-bb2d-88de9187314e.png,1699 ,Strawberry Milk,https://aftershockpc.com.au/pc-models/strawberry-milk,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Strawberry Milk Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_13,Audio Production - Professional,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/hush_mobile.webp,1599 ,Audio Production - Professional,https://aftershockpc.com.au/pc-models/ap-pro,Intel Core Ultra 5 245K | 5.5 GHz | 14 Cores 14 Threads,#REF!,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 3 x Fractal Aspect 12 120mm Case Fans + CPU Fans",Asus Prime Z890-P Wi-Fi CSM - DDR5,Fractal Design Pop Silent - Black Solid Panel,750W Inwin 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student""]","[""Premium Aesthetic""]","[""budget-friendly"", ""quiet-operation""]",[],3,3,2,2,1,3,3,3,3,4,5,4,4,3,4,5,3,6,4,5,4,7,10,5,7,10,10,10,4
Custom_14,Hyperfocus,https://images.prismic.io/aftershockpc/fc266252-195d-47c7-ab57-7e04612bcbb7_KV_Mobile.png.png,35599 ,Hyperfocus,https://aftershockpc.com.au/pc-models/hyperfocus-workstation,AMD Ryzen Threadripper Pro 7965WX I 5.3GHz I 24 Cores 48 Threads,2 x Gigabyte RTX 5090 Gaming OC - 32GB,256GB Micron ECC CL40 5600MHz (4x64GB)  - DDR5,"2TB Gen5 Samsung 9100 PRO M.2. NVME (R 14700MBs | W 13400MBs), 4TB Gen5 Crucial T705 M.2 NVMe (R 14100MBs | W 12600)",26 x Black Chassis Fans  (120mm),Asus Pro WS WRX90E SAGE SE (No Wi-Fi),Corsair 9000D Airflow Super-Tower Black,1 x 2000W Superflower Leadex Platinum - Modular | 2 x 1000W Asus ROG Loki 80+ Platinum - Modular SFX-L,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""High Airflow""]","[""excellent-1440p-performance"", ""future-proof-specs"", ""4k-capable"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,10,8,7,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Custom_15,Pentagon,https://images.prismic.io/aftershockpc/ZnkCSJbWFboweyix_PentagonThumb.webp,1849 ,Pentagon,https://aftershockpc.com.au/pc-models/pentagon,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060Ti Windforce OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 7 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650 Eagle AX - DDR5,NZXT H6 Flow (Mesh) - Black,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""High Airflow"", ""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_16,Monstera,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/montsera_Selector.webp,1649 ,Monstera,https://aftershockpc.com.au/pc-models/botanical-monstera,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Monstera Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_17,Explorer - APOLLO,https://images.prismic.io/aftershockpc/ZswbtUaF0TcGJYfG_apollothumb.webp,6599 ,Explorer - APOLLO,https://aftershockpc.com.au/pc-models/explorer-apollo,AMD Ryzen 7 9700X | 5.5GHz | 8 Core 16 Threads,Zotac RTX 5080 Solid OC -16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Coolant - Transparent Clear, Bykski Granzon G20 Distro Water Cooling Case, 9 x Aftershock Omni RGB 120mm Fans",Gigabyte X870 Aorus Elite Ice Wi-Fi 7 - DDR5,Bykski Granzon G20 Distro Water Cooling Case,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,8,9,8,8,9,9,7,8,10,10,8,7,8,7,8,8,10,8,8,10,10,10,10
Custom_18,Pentagon - Pro,https://images.prismic.io/aftershockpc/ZnkFH5bWFboweyi-_pentagonprothumb.webp,2299 ,Pentagon - Pro,https://aftershockpc.com.au/pc-models/pentagon-pro,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm - White, 7 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650 Eagle AX - DDR5,NZXT H6 Flow (Mesh) - White,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Engineering Student""]","[""High Airflow"", ""Premium Aesthetic"", ""RGB Showcase""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,6,6,5,6,7,7,6,6,6,5,6,7,10,6,7,10,10,10,10
Custom_19,Creator Hush Pro,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/hush_pro_selc.webp?v=1733887460,1749 ,Creator Hush Pro,https://aftershockpc.com.au/pc-models/hush-pro,AMD Ryzen 7 7700 | 5.3 GHz | 8 Cores 16 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 3 x Fractal Aspect 12 120mm Case Fans + CPU Fans",Asus Prime X870-P Wi-Fi CSM - DDR5,Fractal Design Pop Silent - Black Solid Panel,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Workstation,Desktop,"[""Home Office"", ""Engineering Student"", ""Light Gamer""]","[""Minimalist"", ""Workstation Style"", ""Premium Aesthetic""]","[""light-gaming-ready"", ""quiet-operation""]",[],4,4,3,2,2,5,4,4,4,5,6,5,5,4,5,6,4,7,5,6,5,8,10,6,7,10,10,10,6
Custom_20,Banana Milk,https://images.prismic.io/aftershockpc/9967c024-0304-47bf-b6bd-5b84afc02098_RTS_Banana.png,1699 ,Banana Milk,https://aftershockpc.com.au/pc-models/banana-milk,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Banana Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_21,Tax Back 3D VFX & Animation,https://images.prismic.io/aftershockpc/ZiXGc_Pdc1huKqd0_KV_Mobile.png.png,4299 ,Tax Back 3D VFX & Animation,https://aftershockpc.com.au/pc-models/3daf-pro,Intel Core Ultra 9 285K | 5.7 GHz | 24 Cores 24 Threads,Asus RTX 5070Ti Prime OC - 16GB,64GB Crucial Pro 5600MHz (2x32GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 6 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime Z890M-PLUS CSM - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""Engineering Student""]","[""Minimalist""]","[""best-for-creative-workflows""]","[""1080p"", ""1440p""]",8,7,5,4,3,8,7,8,7,8,9,8,8,7,9,10,7,9,8,9,8,9,10,8,9,10,10,10,10
Custom_22,Ren Pro,https://images.prismic.io/aftershockpc/2e646621-b6b9-49fc-8b0c-bc9775e4a58a_6bcc5cff-0188-4ff8-9f87-d10363a90493_REN%2B1000x1000%2BBG.png,2099 ,Ren Pro,https://aftershockpc.com.au/pc-models/ren-pro,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060Ti Windforce OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",ID-COOLING IS-55 Black,Gigabyte A620I AX - DDR5,Fractal Terra Graphite,700W InWin CS700 SFX 80+ Gold - Modular,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_23,Focus X,https://images.prismic.io/aftershockpc/77cdb8c8-b8d1-4e06-9b31-89c910075bc6_KV_Mobile.png,6299 ,Focus X,https://aftershockpc.com.au/pc-models/focus-x,AMD Ryzen Threadripper 7960X | 5.3 GHz | 24 Cores 48 Threads,Asus GeForce GT 730 Quad HDMI - 2 GB,64GB Micron ECC CL46 5600MHz (2x32GB)  - DDR5,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Cooler Master ML360 Mirror TR4 | 360mm Radiator, 11 x Aftershock 2200rpm PWM 120mm Fans",Asus PRO WS TRX50 SAGE WIFI,Fractal Design Meshify 2 XL - Black - Light Tint  Tempered Glass,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""High Airflow""]","[""excellent-1440p-performance""]",[],3,3,2,2,1,5,5,4,4,6,8,6,7,3,6,8,5,10,7,10,6,10,10,7,10,10,10,10,4
Custom_24,Bottlebrush,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/bottlebrush_Selector.webp,1699 ,Bottlebrush,https://aftershockpc.com.au/pc-models/botanical-bottlebrush,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Bottlebrush Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_25,Tax Back Post Production,https://images.prismic.io/aftershockpc/ZiXGc_Pdc1huKqd0_KV_Mobile.png.png,3099 ,Tax Back Post Production,https://aftershockpc.com.au/pc-models/ppf-pro,Intel Core Ultra 7 265K | 5.5 GHz | 20 Cores 20 Threads,Asus RTX 5070 Prime OC - 12GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 4 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime Z890M-PLUS CSM - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,750W Inwin 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""Minimalist"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,7,7,7,7,8,7,7,7,8,9,7,7,7,7,7,8,10,7,8,10,10,10,10
Custom_26,Architecture & CAD - Professional,https://images.prismic.io/aftershockpc/ZicH6PPdc1huKsIj_KV_Mobile.png.png,3099 ,Architecture & CAD - Professional,https://aftershockpc.com.au/pc-models/focus-autodesk-revit-design-workstation,Intel Core Ultra 7 265K | 5.5 GHz | 20 Cores 20 Threads,Nvidia RTX 2000 ADA - 16GB GDDR6,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 5 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime Z890-P Wi-Fi CSM - DDR5,Fractal Design Meshify 2 Light TG - Black,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""High Airflow"", ""Premium Aesthetic""]","[""excellent-1440p-performance""]",[],3,3,2,2,1,4,4,4,3,5,6,5,5,3,5,6,4,7,5,7,5,8,10,6,8,10,10,10,4
Custom_27,Post Production,https://images.prismic.io/aftershockpc/ZiXGc_Pdc1huKqd0_KV_Mobile.png.png,1499 ,Post Production,https://aftershockpc.com.au/pc-models/ppf-student,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 4 x Aftershock 2200rpm PWM 120mm Fans + CPU Fan",Asus Prime B650M-A WIFI II CSM - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Workstation,Desktop,"[""Student"", ""Budget-Conscious"", ""Engineering Student"", ""Light Gamer""]","[""Minimalist"", ""Premium Aesthetic""]","[""light-gaming-ready"", ""budget-friendly""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,6,5,5,4,7,10,5,7,10,10,10,6
Custom_28,Architecture & CAD - Industry Standard,https://images.prismic.io/aftershockpc/Zrlx_UaF0TcGI2Qr_focusxthumb.webp,8799 ,Architecture & CAD - Industry Standard,https://aftershockpc.com.au/pc-models/focus-x-autodesk-revit-rendering-workstation,AMD Ryzen Threadripper 7960X | 5.3 GHz | 24 Cores 48 Threads,Nvidia RTX 4000 ADA - 20GB GDDR6,64GB Micron ECC CL46 5600MHz (2x32GB)  - DDR5,"1TB Gen5 Crucial T705 M.2 NVMe (R 13600MBs | W 10200), No Secondary SSD","Cooler Master ML360 Mirror TR4 | 360mm Radiator, 11 x Aftershock 2200rpm PWM 120mm Fans",Asus PRO WS TRX50 SAGE WIFI,Fractal Design Meshify 2 XL - Black - Light Tint  Tempered Glass,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Workstation,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""High Airflow""]","[""excellent-1440p-performance"", ""future-proof-specs"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,10,9,10,9,9,10,10,9,9,10,10,9,10,9,10,9,10,10,9,10,10,10,10,10
Custom_29,Tax Back Graphic Design,https://images.prismic.io/aftershockpc/ZiXGc_Pdc1huKqd0_KV_Mobile.png.png,2199 ,Tax Back Graphic Design,https://aftershockpc.com.au/pc-models/gdf-pro,Intel Core Ultra 5 245K | 5.5 GHz | 14 Cores 14 Threads,Asus RTX 5060 Dual OC - 8GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 4 x Aftershock 2200rpm PWM 120mm Fans",Asus Prime B860 Plus Wi-Fi CSM - DDR5,Fractal Design North Charcoal - Walnut Wood - Glass,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Workstation,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""Minimalist""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,6,5,5,5,7,10,6,7,10,10,10,7
Custom_30,Flow,https://images.prismic.io/aftershockpc/ZsgqTEaF0TcGJWIW_flowbasethumb.webp,1449 ,Flow,https://aftershockpc.com.au/pc-models/flow-lite,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce SFF - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 4 x Black Chassis 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,#REF!,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_31,Creator A3,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/a3_black_thumb_4a26c742-67aa-461a-bce1-83447dca1232.webp?v=1735881765,1349 ,Creator A3,https://aftershockpc.com.au/pc-models/creator-a3,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 3050 Windforce OC V2 - 6GB,32GB Crucial Pro 5600MHz (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Black Chassis 120mm Fans + CPU Fan",Asus Prime B650M-A WIFI II CSM - DDR5,Lian Li A3 Dan - Black Wood,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Workstation,Desktop,"[""Student"", ""Budget-Conscious"", ""Engineering Student"", ""Light Gamer""]","[""Compact"", ""Workstation Style""]","[""light-gaming-ready"", ""budget-friendly""]",[],4,4,3,2,2,4,4,4,4,4,5,4,4,4,5,5,4,6,5,5,4,7,10,5,7,10,10,10,6
Custom_32,Architecture & CAD,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Architecture_CAD_Mini_Selector.png?v=1752734751,1749 ,Architecture & CAD,https://aftershockpc.com.au/pc-models/focus-architecture,Intel Core Ultra 5 245K | 5.5 GHz | 14 Cores 14 Threads,Nvidia RTX A400 - 4GB,16GB Crucial 4800MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, Default Included Fans for Montech Air 903 Base (4x 140mm Fans)",Asus Prime B860M-A Wi-Fi CSM - DDR5,#REF!,650W Inwin B65E 80+ Bronze,1,,Desktop,Custom,Workstation,Desktop,"[""Light Gamer""]","[""Minimalist""]","[""excellent-1440p-performance""]",[],3,3,2,2,1,3,3,3,3,4,5,4,4,3,4,5,3,5,4,5,4,6,10,4,6,10,10,10,4
Custom_33,Ultracore - PRO,https://images.prismic.io/aftershockpc/Zm-5j5m069VX1ys3_ULTRACOREKV2023M.png,5199 ,Ultracore - PRO,https://aftershockpc.com.au/pc-models/ultracore-pro,AMD Ryzen 7 9700X | 5.5GHz | 8 Core 16 Threads,Zotac RTX 5080 Solid OC -16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Coolant - Transparent Clear, 10 x Aftershock Omni RGB 120mm Fans - White",Gigabyte X870 Aorus Elite Ice Wi-Fi 7 - DDR5,Lian Li O11D Evo RGB - White,1050W Inwin 80+ Platinum - Modular - PCIe 5.0,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""Premium Aesthetic"", ""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,8,9,8,8,9,9,7,8,10,10,8,7,8,7,8,8,10,8,8,10,10,10,10
